day,type,value_buy,value_sell
2020-04-10,Blue,80.00,85.00
2020-04-09,Oficial,62.00,67.00
2020-04-09,Blue,80.00,85.00
2020-04-08,Oficial,63.00,68.00
2020-04-08,Blue,80.00,85.00
2020-04-07,Oficial,62.00,67.00
2020-04-07,Blue,80.00,85.00
2020-04-06,Oficial,62.00,67.00
2020-04-06,Blue,79.00,84.00
2020-04-05,Oficial,62.00,67.00
2020-04-05,Blue,78.00,84.00
2020-04-04,Oficial,62.00,67.00
2020-04-04,Blue,78.00,84.00
2020-04-03,Oficial,62.00,67.00
2020-04-03,Blue,78.00,84.00
2020-04-02,Oficial,62.00,67.00
2020-04-02,Blue,79.00,84.00
2020-04-01,Oficial,62.00,67.00
2020-04-01,Blue,79.00,84.00
2020-03-31,Oficial,62.00,67.00
2020-03-31,Blue,78.00,84.00
2020-03-30,Oficial,61.00,67.00
2020-03-30,Blue,78.00,84.00
2020-03-29,Oficial,61.00,66.00
2020-03-29,Blue,78.00,84.00
2020-03-28,Oficial,61.00,66.00
2020-03-28,Blue,78.00,84.00
2020-03-27,Oficial,61.00,66.00
2020-03-27,Blue,79.00,84.00
2020-03-26,Oficial,61.00,66.00
2020-03-26,Blue,80.00,84.00
2020-03-25,Oficial,61.00,66.00
2020-03-25,Blue,80.00,85.00
2020-03-24,Oficial,61.00,66.00
2020-03-24,Blue,80.00,86.00
2020-03-23,Oficial,61.00,66.00
2020-03-23,Blue,80.00,86.00
2020-03-22,Oficial,61.00,66.00
2020-03-22,Blue,80.00,86.00
2020-03-21,Oficial,61.00,66.00
2020-03-21,Blue,80.00,86.00
2020-03-20,Oficial,61.00,66.00
2020-03-20,Blue,81.00,86.00
2020-03-19,Oficial,61.00,66.00
2020-03-19,Blue,83.00,88.00
2020-03-18,Oficial,60.00,65.00
2020-03-18,Blue,83.00,87.00
2020-03-17,Oficial,60.00,65.00
2020-03-17,Blue,81.00,85.00
2020-03-16,Oficial,60.00,65.00
2020-03-16,Blue,80.00,84.00
2020-03-15,Oficial,60.00,65.00
2020-03-15,Blue,80.00,84.00
2020-03-14,Oficial,60.00,65.00
2020-03-14,Blue,80.00,84.00
2020-03-13,Oficial,60.00,65.00
2020-03-13,Blue,79.00,83.00
2020-03-12,Oficial,60.00,65.00
2020-03-12,Blue,77.00,81.00
2020-03-11,Oficial,60.00,65.00
2020-03-11,Blue,76.00,80.00
2020-03-10,Oficial,60.00,65.00
2020-03-10,Blue,76.00,80.00
2020-03-09,Oficial,60.00,65.00
2020-03-09,Blue,75.00,79.00
2020-03-08,Oficial,60.00,65.00
2020-03-08,Blue,74.00,78.00
2020-03-07,Oficial,60.00,65.00
2020-03-07,Blue,74.00,78.00
2020-03-06,Oficial,60.00,65.00
2020-03-06,Blue,74.00,78.00
2020-03-05,Oficial,59.00,64.00
2020-03-05,Blue,74.00,78.00
2020-03-04,Oficial,60.00,65.00
2020-03-04,Blue,74.00,78.00
2020-03-03,Oficial,59.00,64.00
2020-03-03,Blue,74.00,78.00
2020-03-02,Oficial,59.00,64.00
2020-03-02,Blue,74.00,78.00
2020-03-01,Oficial,59.00,64.00
2020-03-01,Blue,74.00,78.00
2020-02-29,Oficial,59.00,64.00
2020-02-29,Blue,74.00,78.00
2020-02-28,Oficial,59.00,64.00
2020-02-28,Blue,74.00,78.00
2020-02-27,Oficial,59.00,64.00
2020-02-27,Blue,75.00,79.00
2020-02-26,Oficial,59.00,64.00
2020-02-26,Blue,75.00,79.00
2020-02-25,Oficial,59.00,64.00
2020-02-25,Blue,75.00,79.00
2020-02-24,Oficial,59.00,64.00
2020-02-24,Blue,75.00,79.00
2020-02-23,Oficial,59.00,64.00
2020-02-23,Blue,75.00,79.00
2020-02-22,Oficial,59.00,64.00
2020-02-22,Blue,75.00,79.00
2020-02-21,Oficial,59.00,64.00
2020-02-21,Blue,75.00,79.00
2020-02-20,Oficial,59.00,64.00
2020-02-20,Blue,75.00,79.00
2020-02-19,Oficial,59.00,64.00
2020-02-19,Blue,75.00,79.00
2020-02-18,Oficial,59.00,64.00
2020-02-18,Blue,74.00,78.00
2020-02-17,Oficial,58.00,64.00
2020-02-17,Blue,74.00,78.00
2020-02-16,Oficial,58.00,64.00
2020-02-16,Blue,74.00,78.00
2020-02-15,Oficial,58.00,64.00
2020-02-15,Blue,74.00,78.00
2020-02-14,Oficial,58.00,64.00
2020-02-14,Blue,75.00,79.00
2020-02-13,Oficial,58.00,64.00
2020-02-13,Blue,75.00,79.00
2020-02-12,Oficial,58.00,64.00
2020-02-12,Blue,74.00,78.00
2020-02-11,Oficial,57.00,63.00
2020-02-11,Blue,73.00,77.00
2020-02-10,Oficial,57.00,63.00
2020-02-10,Blue,73.00,77.00
2020-02-09,Oficial,57.00,63.00
2020-02-09,Blue,74.00,78.00
2020-02-08,Oficial,57.00,63.00
2020-02-08,Blue,74.00,78.00
2020-02-07,Oficial,57.00,63.00
2020-02-07,Blue,74.00,78.00
2020-02-06,Oficial,57.00,63.00
2020-02-06,Blue,74.00,78.00
2020-02-05,Oficial,58.00,63.00
2020-02-05,Blue,74.00,78.00
2020-02-04,Oficial,58.00,63.00
2020-02-04,Blue,74.00,78.00
2020-02-03,Oficial,58.00,63.00
2020-02-03,Blue,75.00,78.00
2020-02-02,Oficial,58.00,63.00
2020-02-02,Blue,74.00,78.00
2020-02-01,Oficial,58.00,63.00
2020-02-01,Blue,74.00,78.00
2020-01-31,Oficial,58.00,63.00
2020-01-31,Blue,74.00,78.00
2020-01-30,Oficial,58.00,63.00
2020-01-30,Blue,74.00,78.00
2020-01-29,Oficial,58.00,63.00
2020-01-29,Blue,74.00,78.00
2020-01-28,Oficial,58.00,63.00
2020-01-28,Blue,74.00,78.00
2020-01-27,Oficial,58.00,63.00
2020-01-27,Blue,74.00,78.00
2020-01-26,Oficial,58.00,63.00
2020-01-26,Blue,74.00,78.00
2020-01-25,Oficial,58.00,63.00
2020-01-25,Blue,74.00,78.00
2020-01-24,Oficial,58.00,63.00
2020-01-24,Blue,74.00,78.00
2020-01-23,Oficial,58.00,63.00
2020-01-23,Blue,74.00,78.00
2020-01-22,Oficial,58.00,63.00
2020-01-22,Blue,74.00,78.00
2020-01-21,Oficial,58.00,63.00
2020-01-21,Blue,74.00,78.00
2020-01-20,Oficial,58.00,63.00
2020-01-20,Blue,74.00,78.00
2020-01-19,Oficial,58.00,63.00
2020-01-19,Blue,74.00,78.00
2020-01-18,Oficial,58.00,63.00
2020-01-18,Blue,74.00,78.00
2020-01-17,Oficial,58.00,63.00
2020-01-17,Blue,74.00,78.00
2020-01-16,Oficial,58.00,63.00
2020-01-16,Blue,74.00,78.00
2020-01-15,Oficial,58.00,63.00
2020-01-15,Blue,74.00,78.00
2020-01-14,Oficial,58.00,63.00
2020-01-14,Blue,72.00,77.00
2020-01-13,Oficial,58.00,63.00
2020-01-13,Blue,72.00,76.00
2020-01-12,Oficial,58.00,63.00
2020-01-12,Blue,72.00,76.00
2020-01-11,Oficial,58.00,63.00
2020-01-11,Blue,72.00,76.00
2020-01-10,Oficial,58.00,63.00
2020-01-10,Blue,72.00,76.00
2020-01-09,Oficial,58.00,63.00
2020-01-09,Blue,72.00,76.00
2020-01-08,Oficial,58.00,63.00
2020-01-08,Blue,71.00,76.00
2020-01-07,Oficial,58.00,63.00
2020-01-07,Blue,72.00,77.00
2020-01-06,Oficial,58.00,63.00
2020-01-06,Blue,72.00,77.00
2020-01-05,Oficial,58.00,63.00
2020-01-05,Blue,72.00,77.00
2020-01-04,Oficial,58.00,63.00
2020-01-04,Blue,72.00,77.00
2020-01-03,Oficial,58.00,63.00
2020-01-03,Blue,72.00,77.00
2020-01-02,Oficial,58.00,63.00
2020-01-02,Blue,73.00,78.00
2020-01-01,Oficial,58.00,63.00
2020-01-01,Blue,74.00,78.00
2019-12-31,Oficial,58.00,63.00
2019-12-31,Blue,74.00,78.00
2019-12-30,Oficial,58.00,63.00
2019-12-30,Blue,74.00,78.00
2019-12-29,Oficial,58.00,63.00
2019-12-29,Blue,74.00,78.00
2019-12-28,Oficial,58.00,63.00
2019-12-28,Blue,74.00,78.00
2019-12-27,Oficial,58.00,63.00
2019-12-27,Blue,74.00,79.00
2019-12-26,Oficial,58.00,63.00
2019-12-26,Blue,74.00,78.00
2019-12-25,Oficial,58.00,63.00
2019-12-25,Blue,72.00,77.00
2019-12-24,Oficial,58.00,63.00
2019-12-24,Blue,72.00,77.00
2019-12-23,Oficial,58.00,63.00
2019-12-23,Blue,71.00,76.00
2019-12-22,Oficial,58.00,63.00
2019-12-22,Blue,70.00,75.00
2019-12-21,Oficial,58.00,63.00
2019-12-21,Blue,70.00,75.00
2019-12-20,Oficial,58.00,63.00
2019-12-20,Blue,72.00,76.00
2019-12-19,Oficial,58.00,63.00
2019-12-19,Blue,72.00,76.00
2019-12-18,Oficial,58.00,63.00
2019-12-18,Blue,70.00,75.00
2019-12-17,Oficial,58.00,63.00
2019-12-17,Blue,68.00,73.00
2019-12-16,Oficial,58.00,63.00
2019-12-16,Blue,65.00,70.00
2019-12-15,Oficial,58.00,63.00
2019-12-15,Blue,62.00,67.00
2019-12-14,Oficial,58.00,63.00
2019-12-14,Blue,62.00,67.00
2019-12-13,Oficial,58.00,63.00
2019-12-13,Blue,62.00,67.00
2019-12-12,Oficial,58.00,63.00
2019-12-12,Blue,64.00,68.00
2019-12-11,Oficial,58.00,63.00
2019-12-11,Blue,65.00,69.00
2019-12-10,Oficial,59.00,63.00
2019-12-10,Blue,66.00,70.00
2019-12-09,Oficial,59.00,63.00
2019-12-09,Blue,68.00,71.00
2019-12-08,Oficial,58.00,63.00
2019-12-08,Blue,68.00,71.00
2019-12-07,Oficial,58.00,63.00
2019-12-07,Blue,68.00,71.00
2019-12-06,Oficial,58.00,63.00
2019-12-06,Blue,67.00,70.00
2019-12-05,Oficial,59.00,63.00
2019-12-05,Blue,66.00,69.00
2019-12-04,Oficial,58.00,63.00
2019-12-04,Blue,65.00,69.00
2019-12-03,Oficial,58.00,63.00
2019-12-03,Blue,64.00,68.00
2019-12-02,Oficial,58.00,63.00
2019-12-02,Blue,65.00,69.00
2019-12-01,Oficial,58.00,63.00
2019-12-01,Blue,66.00,69.00
2019-11-30,Oficial,58.00,63.00
2019-11-30,Blue,66.00,69.00
2019-11-29,Oficial,58.00,63.00
2019-11-29,Blue,66.00,70.00
2019-11-28,Oficial,58.00,63.00
2019-11-28,Blue,66.00,69.00
2019-11-27,Oficial,58.00,63.00
2019-11-27,Blue,66.00,69.00
2019-11-26,Oficial,58.00,63.00
2019-11-26,Blue,65.00,68.00
2019-11-25,Oficial,58.00,63.00
2019-11-25,Blue,65.00,68.00
2019-11-24,Oficial,58.00,63.00
2019-11-24,Blue,66.00,68.00
2019-11-23,Oficial,58.00,63.00
2019-11-23,Blue,66.00,68.00
2019-11-22,Oficial,58.00,63.00
2019-11-22,Blue,64.00,67.00
2019-11-21,Oficial,58.00,63.00
2019-11-21,Blue,64.00,67.00
2019-11-20,Oficial,58.00,63.00
2019-11-20,Blue,63.00,66.00
2019-11-19,Oficial,58.00,63.00
2019-11-19,Blue,64.00,67.00
2019-11-18,Oficial,58.00,63.00
2019-11-18,Blue,64.00,67.00
2019-11-17,Oficial,58.00,63.00
2019-11-17,Blue,64.00,67.00
2019-11-16,Oficial,58.00,63.00
2019-11-16,Blue,64.00,67.00
2019-11-15,Oficial,58.00,63.00
2019-11-15,Blue,64.00,67.00
2019-11-14,Oficial,58.00,63.00
2019-11-14,Blue,64.00,67.00
2019-11-13,Oficial,58.00,63.00
2019-11-13,Blue,63.00,66.00
2019-11-12,Oficial,58.00,63.00
2019-11-12,Blue,62.00,65.00
2019-11-11,Oficial,58.00,63.00
2019-11-11,Blue,62.00,65.00
2019-11-10,Oficial,58.00,63.00
2019-11-10,Blue,62.00,65.00
2019-11-09,Oficial,58.00,63.00
2019-11-09,Blue,62.00,65.00
2019-11-08,Oficial,58.00,63.00
2019-11-08,Blue,61.00,64.00
2019-11-07,Oficial,58.00,63.00
2019-11-07,Blue,62.00,65.00
2019-11-06,Oficial,58.00,63.00
2019-11-06,Blue,62.00,65.00
2019-11-05,Oficial,58.00,63.00
2019-11-05,Blue,62.00,65.00
2019-11-04,Oficial,58.00,63.00
2019-11-04,Blue,64.00,67.00
2019-11-03,Oficial,58.00,63.00
2019-11-03,Blue,64.00,68.00
2019-11-02,Oficial,58.00,63.00
2019-11-02,Blue,64.00,68.00
2019-11-01,Oficial,58.00,63.00
2019-11-01,Blue,65.00,68.00
2019-10-31,Oficial,58.00,63.00
2019-10-31,Blue,65.00,68.00
2019-10-30,Oficial,58.00,63.00
2019-10-30,Blue,64.00,67.00
2019-10-29,Oficial,58.00,63.00
2019-10-29,Blue,68.00,71.00
2019-10-28,Oficial,60.00,64.00
2019-10-28,Blue,72.00,75.00
2019-10-27,Oficial,61.00,65.00
2019-10-27,Blue,72.00,76.00
2019-10-26,Oficial,61.00,65.00
2019-10-26,Blue,72.00,76.00
2019-10-25,Oficial,60.00,64.00
2019-10-25,Blue,69.00,72.00
2019-10-24,Oficial,59.00,63.00
2019-10-24,Blue,67.00,70.00
2019-10-23,Oficial,58.00,62.00
2019-10-23,Blue,65.00,68.00
2019-10-22,Oficial,57.00,61.00
2019-10-22,Blue,64.00,67.00
2019-10-21,Oficial,57.00,61.00
2019-10-21,Blue,63.00,66.00
2019-10-20,Oficial,57.00,61.00
2019-10-20,Blue,62.00,65.00
2019-10-19,Oficial,57.00,61.00
2019-10-19,Blue,62.00,65.00
2019-10-18,Oficial,57.00,61.00
2019-10-18,Blue,64.00,67.00
2019-10-17,Oficial,57.00,61.00
2019-10-17,Blue,63.00,66.00
2019-10-16,Oficial,56.00,60.00
2019-10-16,Blue,62.00,64.00
2019-10-15,Oficial,56.00,60.00
2019-10-15,Blue,62.00,64.00
2019-10-14,Oficial,56.00,60.00
2019-10-14,Blue,62.00,64.00
2019-10-13,Oficial,56.00,60.00
2019-10-13,Blue,62.00,64.00
2019-10-12,Oficial,56.00,60.00
2019-10-12,Blue,62.00,64.00
2019-10-11,Oficial,56.00,60.00
2019-10-11,Blue,61.00,63.00
2019-10-10,Oficial,56.00,60.00
2019-10-10,Blue,60.00,62.00
2019-10-09,Oficial,56.00,60.00
2019-10-09,Blue,59.00,62.00
2019-10-08,Oficial,56.00,60.00
2019-10-08,Blue,58.00,61.00
2019-10-07,Oficial,56.00,60.00
2019-10-07,Blue,58.00,61.00
2019-10-06,Oficial,56.00,60.00
2019-10-06,Blue,58.00,61.00
2019-10-05,Oficial,56.00,60.00
2019-10-05,Blue,58.00,61.00
2019-10-04,Oficial,56.00,60.00
2019-10-04,Blue,58.00,61.00
2019-10-03,Oficial,56.00,60.00
2019-10-03,Blue,58.00,61.00
2019-10-02,Oficial,56.00,60.00
2019-10-02,Blue,58.00,61.00
2019-10-01,Oficial,56.00,60.00
2019-10-01,Blue,58.00,61.00
2019-09-30,Oficial,56.00,60.00
2019-09-30,Blue,58.00,61.00
2019-09-29,Oficial,56.00,60.00
2019-09-29,Blue,58.00,62.00
2019-09-28,Oficial,56.00,60.00
2019-09-28,Blue,58.00,62.00
2019-09-27,Oficial,56.00,60.00
2019-09-27,Blue,59.00,62.00
2019-09-26,Oficial,55.00,59.00
2019-09-26,Blue,59.00,62.00
2019-09-25,Oficial,55.00,59.00
2019-09-25,Blue,59.00,62.00
2019-09-24,Oficial,55.00,59.00
2019-09-24,Blue,60.00,62.00
2019-09-23,Oficial,55.00,59.00
2019-09-23,Blue,59.00,63.00
2019-09-22,Oficial,55.00,59.00
2019-09-22,Blue,59.00,63.00
2019-09-21,Oficial,55.00,59.00
2019-09-21,Blue,59.00,63.00
2019-09-20,Oficial,55.00,59.00
2019-09-20,Blue,59.00,63.00
2019-09-19,Oficial,55.00,59.00
2019-09-19,Blue,60.00,63.00
2019-09-18,Oficial,55.00,59.00
2019-09-18,Blue,59.00,62.00
2019-09-17,Oficial,55.00,59.00
2019-09-17,Blue,59.00,62.00
2019-09-16,Oficial,55.00,59.00
2019-09-16,Blue,58.00,62.00
2019-09-15,Oficial,54.00,58.00
2019-09-15,Blue,58.00,62.00
2019-09-14,Oficial,54.00,58.00
2019-09-14,Blue,58.00,62.00
2019-09-13,Oficial,54.00,58.00
2019-09-13,Blue,56.00,61.00
2019-09-12,Oficial,54.00,58.00
2019-09-12,Blue,55.00,59.00
2019-09-11,Oficial,54.00,58.00
2019-09-11,Blue,55.00,59.00
2019-09-10,Oficial,54.00,58.00
2019-09-10,Blue,55.00,59.00
2019-09-09,Oficial,54.00,58.00
2019-09-09,Blue,55.00,59.00
2019-09-08,Oficial,54.00,58.00
2019-09-08,Blue,55.00,59.00
2019-09-07,Oficial,54.00,58.00
2019-09-07,Blue,55.00,59.00
2019-09-06,Oficial,54.00,58.00
2019-09-06,Blue,54.00,59.00
2019-09-05,Oficial,54.00,58.00
2019-09-05,Blue,54.00,59.00
2019-09-04,Oficial,53.00,58.00
2019-09-04,Blue,56.00,60.00
2019-09-03,Oficial,53.00,58.00
2019-09-03,Blue,59.00,63.00
2019-09-02,Oficial,56.00,60.00
2019-09-02,Blue,60.00,63.00
2019-09-01,Oficial,58.00,62.00
2019-09-01,Blue,60.00,63.00
2019-08-31,Oficial,58.00,62.00
2019-08-31,Blue,60.00,63.00
2019-08-30,Oficial,57.00,61.00
2019-08-30,Blue,58.00,62.00
2019-08-29,Oficial,56.00,60.00
2019-08-29,Blue,59.00,61.00
2019-08-28,Oficial,56.00,60.00
2019-08-28,Blue,58.00,60.00
2019-08-27,Oficial,54.00,58.00
2019-08-27,Blue,55.00,58.00
2019-08-26,Oficial,53.00,57.00
2019-08-26,Blue,54.00,58.00
2019-08-25,Oficial,52.00,57.00
2019-08-25,Blue,54.00,58.00
2019-08-24,Oficial,52.00,57.00
2019-08-24,Blue,54.00,58.00
2019-08-23,Oficial,52.00,57.00
2019-08-23,Blue,54.00,58.00
2019-08-22,Oficial,52.00,57.00
2019-08-22,Blue,54.00,58.00
2019-08-21,Oficial,52.00,57.00
2019-08-21,Blue,54.00,58.00
2019-08-20,Oficial,53.00,58.00
2019-08-20,Blue,54.00,59.00
2019-08-19,Oficial,53.00,58.00
2019-08-19,Blue,55.00,59.00
2019-08-18,Oficial,53.00,58.00
2019-08-18,Blue,55.00,59.00
2019-08-17,Oficial,53.00,58.00
2019-08-17,Blue,55.00,59.00
2019-08-16,Oficial,54.00,59.00
2019-08-16,Blue,55.00,59.00
2019-08-15,Oficial,56.00,61.00
2019-08-15,Blue,57.00,61.00
2019-08-14,Oficial,55.00,60.00
2019-08-14,Blue,55.00,59.00
2019-08-13,Oficial,52.00,58.00
2019-08-13,Blue,53.00,57.00
2019-08-12,Oficial,49.00,53.00
2019-08-12,Blue,49.00,52.00
2019-08-11,Oficial,44.00,47.00
2019-08-11,Blue,45.00,47.00
2019-08-10,Oficial,44.00,47.00
2019-08-10,Blue,45.00,47.00
2019-08-09,Oficial,44.00,47.00
2019-08-09,Blue,45.00,47.00
2019-08-08,Oficial,44.00,47.00
2019-08-08,Blue,45.00,47.00
2019-08-07,Oficial,44.00,47.00
2019-08-07,Blue,45.00,46.00
2019-08-06,Oficial,44.00,47.00
2019-08-06,Blue,45.00,47.00
2019-08-05,Oficial,44.00,46.00
2019-08-05,Blue,45.00,46.00
2019-08-04,Oficial,44.00,46.00
2019-08-04,Blue,44.00,46.00
2019-08-03,Oficial,44.00,46.00
2019-08-03,Blue,44.00,46.00
2019-08-02,Oficial,44.00,46.00
2019-08-02,Blue,44.00,46.00
2019-08-01,Oficial,43.00,45.00
2019-08-01,Blue,44.00,45.00
2019-07-31,Oficial,43.00,45.00
2019-07-31,Blue,44.00,45.00
2019-07-30,Oficial,43.00,45.00
2019-07-30,Blue,44.00,45.00
2019-07-29,Oficial,43.00,45.00
2019-07-29,Blue,44.00,45.00
2019-07-28,Oficial,42.00,45.00
2019-07-28,Blue,43.00,45.00
2019-07-27,Oficial,42.00,45.00
2019-07-27,Blue,43.00,45.00
2019-07-26,Oficial,42.00,45.00
2019-07-26,Blue,43.00,45.00
2019-07-25,Oficial,42.00,44.00
2019-07-25,Blue,43.00,45.00
2019-07-24,Oficial,42.00,44.00
2019-07-24,Blue,43.00,44.00
2019-07-23,Oficial,42.00,44.00
2019-07-23,Blue,43.00,44.00
2019-07-22,Oficial,41.00,44.00
2019-07-22,Blue,42.00,44.00
2019-07-21,Oficial,41.00,44.00
2019-07-21,Blue,42.00,44.00
2019-07-20,Oficial,41.00,44.00
2019-07-20,Blue,42.00,44.00
2019-07-19,Oficial,41.00,44.00
2019-07-19,Blue,42.00,44.00
2019-07-18,Oficial,41.00,44.00
2019-07-18,Blue,43.00,44.00
2019-07-17,Oficial,42.00,44.00
2019-07-17,Blue,43.00,44.00
2019-07-16,Oficial,41.00,44.00
2019-07-16,Blue,43.00,44.00
2019-07-15,Oficial,41.00,43.00
2019-07-15,Blue,42.00,43.00
2019-07-14,Oficial,41.00,43.00
2019-07-14,Blue,42.00,43.00
2019-07-13,Oficial,41.00,43.00
2019-07-13,Blue,42.00,43.00
2019-07-12,Oficial,41.00,43.00
2019-07-12,Blue,42.00,43.00
2019-07-11,Oficial,41.00,43.00
2019-07-11,Blue,41.00,43.00
2019-07-10,Oficial,41.00,43.00
2019-07-10,Blue,41.00,43.00
2019-07-09,Oficial,41.00,43.00
2019-07-09,Blue,41.00,43.00
2019-07-08,Oficial,41.00,43.00
2019-07-08,Blue,41.00,43.00
2019-07-07,Oficial,41.00,43.00
2019-07-07,Blue,41.00,43.00
2019-07-06,Oficial,41.00,43.00
2019-07-06,Blue,41.00,43.00
2019-07-05,Oficial,41.00,43.00
2019-07-05,Blue,41.00,43.00
2019-07-04,Oficial,41.00,43.00
2019-07-04,Blue,41.00,43.00
2019-07-03,Oficial,41.00,43.00
2019-07-03,Blue,42.00,43.00
2019-07-02,Oficial,41.00,44.00
2019-07-02,Blue,42.00,43.00
2019-07-01,Oficial,41.00,44.00
2019-07-01,Blue,42.00,44.00
2019-06-30,Oficial,42.00,44.00
2019-06-30,Blue,42.00,44.00
2019-06-29,Oficial,42.00,44.00
2019-06-29,Blue,42.00,44.00
2019-06-28,Oficial,42.00,44.00
2019-06-28,Blue,43.00,44.00
2019-06-27,Oficial,42.00,44.00
2019-06-27,Blue,43.00,44.00
2019-06-26,Oficial,42.00,44.00
2019-06-26,Blue,43.00,44.00
2019-06-25,Oficial,41.00,44.00
2019-06-25,Blue,43.00,44.00
2019-06-24,Oficial,42.00,44.00
2019-06-24,Blue,43.00,44.00
2019-06-23,Oficial,42.00,44.00
2019-06-23,Blue,43.00,44.00
2019-06-22,Oficial,43.00,45.00
2019-06-22,Blue,43.00,44.00
2019-06-21,Oficial,43.00,45.00
2019-06-21,Blue,43.00,45.00
2019-06-20,Oficial,43.00,45.00
2019-06-20,Blue,43.00,45.00
2019-06-19,Oficial,43.00,45.00
2019-06-19,Blue,44.00,45.00
2019-06-18,Oficial,43.00,45.00
2019-06-18,Blue,44.00,45.00
2019-06-17,Oficial,43.00,45.00
2019-06-17,Blue,44.00,45.00
2019-06-16,Oficial,43.00,45.00
2019-06-16,Blue,44.00,45.00
2019-06-15,Oficial,43.00,45.00
2019-06-15,Blue,44.00,45.00
2019-06-14,Oficial,43.00,45.00
2019-06-14,Blue,44.00,45.00
2019-06-13,Oficial,43.00,45.00
2019-06-13,Blue,44.00,45.00
2019-06-12,Oficial,43.00,45.00
2019-06-12,Blue,44.00,45.00
2019-06-11,Oficial,44.00,46.00
2019-06-11,Blue,44.00,46.00
2019-06-10,Oficial,44.00,46.00
2019-06-10,Blue,44.00,46.00
2019-06-09,Oficial,44.00,46.00
2019-06-09,Blue,44.00,46.00
2019-06-08,Oficial,44.00,46.00
2019-06-08,Blue,44.00,46.00
2019-06-07,Oficial,44.00,46.00
2019-06-07,Blue,44.00,46.00
2019-06-06,Oficial,44.00,46.00
2019-06-06,Blue,44.00,46.00
2019-06-05,Oficial,44.00,46.00
2019-06-05,Blue,44.00,46.00
2019-06-04,Oficial,44.00,46.00
2019-06-04,Blue,45.00,46.00
2019-06-03,Oficial,44.00,46.00
2019-06-03,Blue,45.00,46.00
2019-06-02,Oficial,44.00,46.00
2019-06-02,Blue,44.00,46.00
2019-06-01,Oficial,44.00,46.00
2019-06-01,Blue,44.00,46.00
2019-05-31,Oficial,44.00,46.00
2019-05-31,Blue,44.00,46.00
2019-05-30,Oficial,44.00,46.00
2019-05-30,Blue,45.00,46.00
2019-05-29,Oficial,44.00,46.00
2019-05-29,Blue,45.00,46.00
2019-05-28,Oficial,44.00,46.00
2019-05-28,Blue,45.00,46.00
2019-05-27,Oficial,44.00,46.00
2019-05-27,Blue,45.00,46.00
2019-05-26,Oficial,44.00,46.00
2019-05-26,Blue,45.00,46.00
2019-05-25,Oficial,44.00,46.00
2019-05-25,Blue,45.00,46.00
2019-05-24,Oficial,44.00,46.00
2019-05-24,Blue,45.00,46.00
2019-05-23,Oficial,44.00,46.00
2019-05-23,Blue,45.00,46.00
2019-05-22,Oficial,44.00,46.00
2019-05-22,Blue,45.00,46.00
2019-05-21,Oficial,44.00,46.00
2019-05-21,Blue,45.00,46.00
2019-05-20,Oficial,44.00,46.00
2019-05-20,Blue,45.00,46.00
2019-05-19,Oficial,44.00,46.00
2019-05-19,Blue,45.00,46.00
2019-05-18,Oficial,44.00,46.00
2019-05-18,Blue,45.00,46.00
2019-05-17,Oficial,44.00,46.00
2019-05-17,Blue,45.00,46.00
2019-05-16,Oficial,44.00,46.00
2019-05-16,Blue,45.00,46.00
2019-05-15,Oficial,44.00,46.00
2019-05-15,Blue,45.00,46.00
2019-05-14,Oficial,44.00,46.00
2019-05-14,Blue,44.00,46.00
2019-05-13,Oficial,44.00,46.00
2019-05-13,Blue,45.00,46.00
2019-05-12,Oficial,44.00,46.00
2019-05-12,Blue,44.00,46.00
2019-05-11,Oficial,44.00,46.00
2019-05-11,Blue,44.00,46.00
2019-05-10,Oficial,44.00,46.00
2019-05-10,Blue,45.00,46.00
2019-05-09,Oficial,44.00,46.00
2019-05-09,Blue,45.00,46.00
2019-05-08,Oficial,44.00,46.00
2019-05-08,Blue,45.00,46.00
2019-05-07,Oficial,44.00,46.00
2019-05-07,Blue,45.00,46.00
2019-05-06,Oficial,44.00,46.00
2019-05-06,Blue,45.00,46.00
2019-05-05,Oficial,43.00,46.00
2019-05-05,Blue,45.00,46.00
2019-05-04,Oficial,43.00,46.00
2019-05-04,Blue,45.00,46.00
2019-05-03,Oficial,44.00,46.00
2019-05-03,Blue,45.00,46.00
2019-05-02,Oficial,43.00,46.00
2019-05-02,Blue,45.00,46.00
2019-05-01,Oficial,43.00,45.00
2019-05-01,Blue,45.00,46.00
2019-04-30,Oficial,43.00,45.00
2019-04-30,Blue,45.00,46.00
2019-04-29,Oficial,44.00,46.00
2019-04-29,Blue,45.00,46.00
2019-04-28,Oficial,45.00,47.00
2019-04-28,Blue,45.00,46.00
2019-04-27,Oficial,45.00,47.00
2019-04-27,Blue,45.00,46.00
2019-04-26,Oficial,44.00,46.00
2019-04-26,Blue,45.00,46.00
2019-04-25,Oficial,44.00,46.00
2019-04-25,Blue,45.00,46.00
2019-04-24,Oficial,42.00,44.00
2019-04-24,Blue,43.00,44.00
2019-04-23,Oficial,42.00,44.00
2019-04-23,Blue,43.00,44.00
2019-04-22,Oficial,41.00,43.00
2019-04-22,Blue,42.00,44.00
2019-04-21,Oficial,41.00,43.00
2019-04-21,Blue,41.00,43.00
2019-04-20,Oficial,41.00,43.00
2019-04-20,Blue,41.00,43.00
2019-04-19,Oficial,41.00,43.00
2019-04-19,Blue,41.00,43.00
2019-04-18,Oficial,41.00,43.00
2019-04-18,Blue,41.00,43.00
